7.4,2010,Once Upon a Time in Mumbaai
8.0,2010,Vedam
8.1,2010,Udaan
7.9,2010,My Name Is Khan
7.3,2010,Ishqiya
7.4,2010,Peepli (Live)
8.4,2009,3 Idiots
7.5,2009,Rocket Singh: Salesman of the Year
7.6,2009,Wake Up Sid
7.4,2009,Kaminey
7.6,2009,Magadheera
7.3,2009,Ayan
8.0,2009,Gulaal
8.0,2009,Dev.D
7.3,2008,Ghajini
7.7,2008,Oye Lucky! Lucky Oye!
7.9,2008,Vaaranam Aayiram
7.7,2008,Dasvidaniya
8.1,2008,A Wednesday
7.8,2008,Rock On!!
7.7,2008,Mumbai Meri Jaan
7.5,2008,Jaane Tu... Ya Jaane Na
7.7,2008,Aamir
7.6,2008,Jodhaa Akbar
8.4,2007,Taare Zameen Par
7.9,2007,Jab We Met
7.3,2007,Bhool Bhulaiyaa
7.8,2007,Johnny Gaddaar
7.6,2007,Manorama Six Feet Under
8.1,2007,Chak De! India
7.4,2007,Sivaji
7.4,2007,Life in a Metro
7.6,2007,Bheja Fry
7.7,2007,Guru
8.2,2006,Khosla Ka Ghosla!
7.9,2006,Dor
8.0,2006,Lage Raho Munna Bhai
7.8,2006,Vettaiyaadu Vilaiyaadu
8.0,2006,Bommarillu
8.0,2006,Omkara
7.4,2006,Golmaal: Fun Unlimited
7.7,2006,Pokiri
7.2,2006,Taxi No. 9 2 11: Nau Do Gyarah
8.1,2006,Rang De Basanti
7.5,2005,Ghajini
8.1,2005,Iqbal
8.0,2005,Athadu
7.6,2005,Sarkar
8.1,2005,Anniyan
7.3,2005,Parineeta
7.5,2005,Socha Na Tha
8.1,2005,Black
7.3,2005,Page 3
8.1,2004,"Swades: We, the People"
7.7,2004,Veer-Zaara
8.4,2004,Black Friday
7.8,2004,Lakshya
7.4,2004,Yuva
7.4,2004,Ghilli
7.8,2004,Ab Tak Chhappan
7.5,2004,Khakee
7.6,2004,Ek Hasina Thi
8.1,2003,Munna Bhai M.B.B.S.
7.9,2003,Kal Ho Naa Ho
7.4,2003,Baghban
8.1,2003,Maqbool
7.8,2003,Gangaajal
7.5,2003,Hungama
7.8,2003,Okkadu
8.5,2003,Anbe Sivam
8.0,2002,The Legend of Bhagat Singh
7.5,2002,Devdas
7.9,2002,Company
7.5,2002,Aankhen
8.2,2002,Kannathil Muthamittal
7.4,2001,Kabhi Khushi Kabhie Gham...
7.5,2001,Rehnaa Hai Terre Dil Mein
7.7,2001,Samsara
7.7,2001,Nayak: The Real Hero
7.4,2001,Monsoon Wedding
8.1,2001,Dil Chahta Hai
8.1,2001,Lagaan: Once Upon a Time in India
8.1,2000,Hera Pheri
7.9,2000,Hey Ram
8.1,1999,Mudhalvan
7.9,1999,Vaastav: The Reality
7.5,1999,Hum Dil De Chuke Sanam
8.1,1999,Sarfarosh
7.6,1998,Kuch Kuch Hota Hai
7.7,1998,Earth
7.5,1998,Dil Se..
8.1,1998,Satya
7.3,1998,Ghulam
7.4,1997,Chachi 420
7.8,1997,Border
8.0,1996,Indian
8.0,1995,Dilwale Dulhania Le Jayenge
7.5,1995,Rangeela
8.0,1995,Bombay
8.0,1995,Baasha
8.1,1994,Andaz Apna Apna
7.5,1994,Hum Aapke Hain Koun...!
7.6,1994,Kabhi Haan Kabhi Naa
7.6,1993,Darr
8.3,1993,Manichitrathazhu
7.6,1993,Baazigar
8.1,1992,Roja
7.3,1992,Khiladi
8.1,1992,Jo Jeeta Wohi Sikandar
8.3,1991,Thalapathi
7.2,1991,Saajan
7.7,1990,Agneepath
7.3,1989,Maine Pyar Kiya
7.5,1988,Qayamat Se Qayamat Tak
8.5,1987,Nayakan
7.7,1987,Mr. India
8.3,1983,Jaane Bhi Do Yaaro
8.5,1979,Gol Maal
7.7,1978,Don
7.5,1977,Amar Akbar Anthony
8.1,1975,Sholay
8.3,1975,Chupke Chupke
8.0,1975,Deewaar
8.7,1971,Anand
8.0,1968,Padosan
8.3,1965,Guide
8.1,1960,Mughal-E-Azam
8.2,1959,Apur Sansar
8.0,1957,Mother India
8.2,1956,Aparajito
8.4,1955,Pather Panchali
